item_id,date,p10,p50,p90
b,2010-12-12T00:00:00Z,-1.3749769926071167,11.072049140930176,46.72032165527344
b,2010-12-12T01:00:00Z,-2.922757863998413,1.6118146181106567,48.86386489868164
b,2010-12-12T02:00:00Z,5.699772357940674,30.48021125793457,53.234596252441406
b,2010-12-12T03:00:00Z,6.576261520385742,28.786378860473633,62.32851791381836
b,2010-12-12T04:00:00Z,13.882505416870117,54.31562423706055,58.65142059326172
b,2010-12-12T05:00:00Z,8.854597091674805,43.574459075927734,57.5279426574707
b,2010-12-12T06:00:00Z,10.463098526000977,44.98259353637695,56.61540985107422
b,2010-12-12T07:00:00Z,2.964803695678711,12.905946731567383,37.894771575927734
b,2010-12-12T08:00:00Z,3.2382752895355225,6.2941155433654785,36.90504455566406
b,2010-12-12T09:00:00Z,0.04564056545495987,4.275871276855469,23.241565704345703
b,2010-12-12T10:00:00Z,0.16222460567951202,1.8429598808288574,-5.700292587280273
b,2010-12-12T11:00:00Z,-1.2057558298110962,-2.252826690673828,14.628578186035156
b,2010-12-12T12:00:00Z,-3.8983421325683594,-5.739893913269043,23.738574981689453
b,2010-12-12T13:00:00Z,0.4544733166694641,18.714271545410156,89.8821029663086
b,2010-12-12T14:00:00Z,4.667810916900635,33.11153030395508,107.31551361083984
b,2010-12-12T15:00:00Z,13.996536254882812,59.40612030029297,123.95581817626953
b,2010-12-12T16:00:00Z,17.070484161376953,76.39756774902344,150.22079467773438
b,2010-12-12T17:00:00Z,9.123080253601074,73.36019134521484,114.74803924560547
b,2010-12-12T18:00:00Z,7.5276336669921875,50.49468231201172,113.89379119873047
b,2010-12-12T19:00:00Z,4.903793811798096,36.94443893432617,68.85537719726562
b,2010-12-12T20:00:00Z,5.314513683319092,26.206249237060547,51.73830795288086
b,2010-12-12T21:00:00Z,-0.03735097870230675,1.6765167713165283,26.210819244384766
b,2010-12-12T22:00:00Z,0.09061871469020844,9.899786949157715,11.376969337463379
b,2010-12-12T23:00:00Z,1.239081621170044,8.651261329650879,12.799284934997559
b,2010-12-13T00:00:00Z,-0.8116877675056458,0.35038408637046814,13.55588150024414
b,2010-12-13T01:00:00Z,2.068390369415283,1.3636869192123413,25.45075225830078
b,2010-12-13T02:00:00Z,4.389601707458496,24.710477828979492,66.90841674804688
b,2010-12-13T03:00:00Z,11.004451751708984,54.02857971191406,91.80804443359375
b,2010-12-13T04:00:00Z,8.509442329406738,48.10920333862305,79.6602554321289
b,2010-12-13T05:00:00Z,9.781255722045898,55.6368522644043,85.16616821289062
c,2010-12-12T00:00:00Z,-4.960000038146973,3.174616813659668,23.883562088012695
c,2010-12-12T01:00:00Z,1.4240447282791138,7.765347957611084,61.02125930786133
c,2010-12-12T02:00:00Z,5.86550760269165,42.563934326171875,91.96500396728516
c,2010-12-12T03:00:00Z,6.992163181304932,41.74924087524414,60.93480682373047
c,2010-12-12T04:00:00Z,8.881441116333008,48.109230041503906,71.55282592773438
c,2010-12-12T05:00:00Z,7.382077693939209,53.441070556640625,82.51051330566406
c,2010-12-12T06:00:00Z,2.9001569747924805,34.23863983154297,61.90658950805664
c,2010-12-12T07:00:00Z,-1.4067457914352417,12.952470779418945,50.187747955322266
c,2010-12-12T08:00:00Z,-0.7690799832344055,2.826509475708008,43.536102294921875
c,2010-12-12T09:00:00Z,1.1696819067001343,5.60699987411499,37.82819366455078
c,2010-12-12T10:00:00Z,-1.9750646352767944,5.622830867767334,33.26542282104492
c,2010-12-12T11:00:00Z,-4.239670753479004,-2.1539599895477295,19.609472274780273
c,2010-12-12T12:00:00Z,-7.120114326477051,-4.87017297744751,28.920074462890625
c,2010-12-12T13:00:00Z,0.7844855189323425,3.9634687900543213,61.96261978149414
c,2010-12-12T14:00:00Z,-3.8034887313842773,6.6214375495910645,56.43414306640625
c,2010-12-12T15:00:00Z,-4.131008625030518,29.851011276245117,65.50347137451172
c,2010-12-12T16:00:00Z,11.084681510925293,61.80185317993164,102.88127899169922
c,2010-12-12T17:00:00Z,3.2717716693878174,39.710819244384766,89.8880386352539
c,2010-12-12T18:00:00Z,4.595736980438232,20.585773468017578,52.90019989013672
c,2010-12-12T19:00:00Z,0.8957444429397583,5.899729251861572,56.32307815551758
c,2010-12-12T20:00:00Z,-2.228729486465454,-0.306165874004364,22.22549057006836
c,2010-12-12T21:00:00Z,4.062241077423096,8.763769149780273,37.57537841796875
c,2010-12-12T22:00:00Z,-1.1244827508926392,6.077584743499756,49.48466873168945
c,2010-12-12T23:00:00Z,1.1591280698776245,21.913419723510742,82.85104370117188
c,2010-12-13T00:00:00Z,3.370760679244995,28.86165428161621,86.27279663085938
c,2010-12-13T01:00:00Z,9.840733528137207,46.37010192871094,84.51813507080078
c,2010-12-13T02:00:00Z,7.155959129333496,45.774879455566406,95.7161636352539
c,2010-12-13T03:00:00Z,3.3267273902893066,27.38361167907715,68.37643432617188
c,2010-12-13T04:00:00Z,3.8624258041381836,15.59968090057373,46.15781021118164
c,2010-12-13T05:00:00Z,4.736408233642578,32.78349685668945,71.04232788085938
f,2010-12-12T00:00:00Z,-0.14185424149036407,-0.42621269822120667,1.6355102062225342
f,2010-12-12T01:00:00Z,-0.1472294181585312,0.5260494947433472,1.2941237688064575
f,2010-12-12T02:00:00Z,-0.1044694185256958,-0.18063662946224213,2.5540308952331543
f,2010-12-12T03:00:00Z,-0.23837463557720184,-0.3621949851512909,2.0915801525115967
f,2010-12-12T04:00:00Z,-0.18742887675762177,-0.009570305235683918,1.3762563467025757
f,2010-12-12T05:00:00Z,0.08482150733470917,0.2734898328781128,1.0341135263442993
f,2010-12-12T06:00:00Z,0.22416068613529205,0.6403777003288269,3.114288330078125
f,2010-12-12T07:00:00Z,-0.01656481623649597,0.49844232201576233,2.237130880355835
f,2010-12-12T08:00:00Z,-0.15158924460411072,0.5762885212898254,3.435831069946289
f,2010-12-12T09:00:00Z,0.0279005728662014,0.7547112107276917,5.840329170227051
f,2010-12-12T10:00:00Z,0.021642345935106277,0.2237185388803482,3.569626808166504
f,2010-12-12T11:00:00Z,0.07924558222293854,0.5311700105667114,5.005251884460449
f,2010-12-12T12:00:00Z,0.017825227230787277,0.5591856837272644,4.036921501159668
f,2010-12-12T13:00:00Z,-0.11281660199165344,-0.32176700234413147,1.540841817855835
f,2010-12-12T14:00:00Z,-0.21252848207950592,0.14214244484901428,-0.2328096330165863
f,2010-12-12T15:00:00Z,-0.3142234683036804,0.06655734777450562,1.5268385410308838
f,2010-12-12T16:00:00Z,-0.10887674987316132,0.36283910274505615,2.1321535110473633
f,2010-12-12T17:00:00Z,-0.1418556421995163,0.6963890790939331,4.466297626495361
f,2010-12-12T18:00:00Z,-0.08396582305431366,0.24521836638450623,3.2848000526428223
f,2010-12-12T19:00:00Z,-0.19647406041622162,0.8741533756256104,4.864308834075928
f,2010-12-12T20:00:00Z,-0.1135164350271225,0.7035794258117676,4.483240127563477
f,2010-12-12T21:00:00Z,-0.1678129881620407,0.7982110977172852,2.871596336364746
f,2010-12-12T22:00:00Z,-0.33006274700164795,-0.4221276044845581,2.7750046253204346
f,2010-12-12T23:00:00Z,0.12308230996131897,-0.7371059060096741,1.4024593830108643
f,2010-12-13T00:00:00Z,0.030118867754936218,0.19504080712795258,0.22181636095046997
f,2010-12-13T01:00:00Z,-0.25044527649879456,0.03760714456439018,-0.3890936076641083
f,2010-12-13T02:00:00Z,-0.13789694011211395,0.24655970931053162,0.1748858094215393
f,2010-12-13T03:00:00Z,0.019369322806596756,0.8628610968589783,0.09537334740161896
f,2010-12-13T04:00:00Z,-0.04882258549332619,0.1821380853652954,-0.056966133415699005
f,2010-12-13T05:00:00Z,0.03344770893454552,0.12044490873813629,1.2331193685531616
