item_id,date,p10,p50,p90
i,2010-12-12T00:00:00Z,-0.09233097732067108,-0.09652633965015411,-0.2940516173839569
i,2010-12-12T01:00:00Z,-0.044522617012262344,0.0433351956307888,0.09267879277467728
i,2010-12-12T02:00:00Z,0.016119007021188736,0.012505223974585533,0.004623133689165115
i,2010-12-12T03:00:00Z,-0.07268230617046356,-0.03582654893398285,0.03974531218409538
i,2010-12-12T04:00:00Z,-0.007738526910543442,0.18251986801624298,-0.16562920808792114
i,2010-12-12T05:00:00Z,0.07371128350496292,0.22031766176223755,-0.2897591292858124
i,2010-12-12T06:00:00Z,0.0041710976511240005,0.22477468848228455,-0.4088917672634125
i,2010-12-12T07:00:00Z,0.11299179494380951,0.17955288290977478,-0.851294219493866
i,2010-12-12T08:00:00Z,-0.044098589569330215,0.10268837213516235,-0.9839483499526978
i,2010-12-12T09:00:00Z,-0.02157275378704071,0.20870047807693481,-0.6115540862083435
i,2010-12-12T10:00:00Z,0.02362552471458912,-0.15521375834941864,-0.6257838010787964
i,2010-12-12T11:00:00Z,0.045248620212078094,0.14002159237861633,-0.39267706871032715
i,2010-12-12T12:00:00Z,-0.05289709195494652,-0.013011377304792404,1.0351331233978271
i,2010-12-12T13:00:00Z,-0.1270391047000885,-0.11201958358287811,0.370964914560318
i,2010-12-12T14:00:00Z,-0.2290651649236679,-0.20959582924842834,-0.5622695088386536
i,2010-12-12T15:00:00Z,-0.032575737684965134,0.06006202474236488,-0.13494953513145447
i,2010-12-12T16:00:00Z,0.134018212556839,0.38033902645111084,0.22932875156402588
i,2010-12-12T17:00:00Z,0.05167562514543533,0.28304386138916016,0.3922235071659088
i,2010-12-12T18:00:00Z,0.029907099902629852,0.26997920870780945,-0.037371598184108734
i,2010-12-12T19:00:00Z,0.06626645475625992,0.45671889185905457,1.1039685010910034
i,2010-12-12T20:00:00Z,0.05158337205648422,0.3087535500526428,0.3117644786834717
i,2010-12-12T21:00:00Z,-0.24301333725452423,0.2569481432437897,0.7289754748344421
i,2010-12-12T22:00:00Z,-0.05158849433064461,0.21433253586292267,1.11446213722229
i,2010-12-12T23:00:00Z,0.1045236885547638,0.06638297438621521,1.0344585180282593
i,2010-12-13T00:00:00Z,-0.03624739870429039,0.410200297832489,1.2594749927520752
i,2010-12-13T01:00:00Z,-0.007747601717710495,0.1505047082901001,0.45284026861190796
i,2010-12-13T02:00:00Z,-0.04217046871781349,-0.06908386945724487,0.23815834522247314
i,2010-12-13T03:00:00Z,-0.026417188346385956,0.13074661791324615,0.03623264282941818
i,2010-12-13T04:00:00Z,0.04546955227851868,0.052960354834795,0.21346008777618408
i,2010-12-13T05:00:00Z,7.877461612224579E-4,0.24551481008529663,-0.10351284593343735
a,2010-12-12T00:00:00Z,5.888027667999268,33.7636604309082,57.39459228515625
a,2010-12-12T01:00:00Z,5.597991943359375,42.088829040527344,61.92684555053711
a,2010-12-12T02:00:00Z,3.4772307872772217,31.912494659423828,56.22378158569336
a,2010-12-12T03:00:00Z,2.62453293800354,20.231876373291016,49.464569091796875
a,2010-12-12T04:00:00Z,1.3366509675979614,10.736898422241211,41.43183135986328
a,2010-12-12T05:00:00Z,1.8710020780563354,5.702404499053955,37.749107360839844
a,2010-12-12T06:00:00Z,-1.4194470643997192,5.05145788192749,30.83234405517578
a,2010-12-12T07:00:00Z,0.8127424120903015,7.0520734786987305,39.924930572509766
a,2010-12-12T08:00:00Z,1.766902208328247,19.46564292907715,44.37590789794922
a,2010-12-12T09:00:00Z,4.953823089599609,21.5505428314209,39.848968505859375
